gene_id,baseMean,LFC_shrunk,lfcSE,stat,pvalue,padj,LFC_raw,ortholog_ensg,name,description
ENSDARG00000096153,2.306452867989206,0.1209875066994206,0.233178729360082,1.3381879936620662,0.1808351619611969,,1.0364068656310677,ENSG00000177675,CD163L1,CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
ENSDARG00000095200,82.5033801012144,1.054548247698285,0.2563898540526652,4.78596566363787,1.7016714969904237e-06,2.414996306676784e-05,1.1519801401970264,N/A,N/A,N/A
ENSDARG00000102062,33.143829782681614,0.0327570208063424,0.1758946725763732,0.2426632979081591,0.8082662417250563,0.8821671432199358,0.0730183137957022,N/A,N/A,N/A
ENSDARG00000090116,47.20186443928264,-0.1415896775736342,0.1793442249897615,-0.9999565596879008,0.3173315308871114,0.4781290044814847,-0.2436507721575343,N/A,N/A,N/A
ENSDARG00000102464,270.0550375228881,1.2642960607546057,0.2159504537370991,6.444034931836908,1.1633828990669311e-10,7.302156376822492e-09,1.3272953700801764,ENSG00000111186,WNT5B,Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]
ENSDARG00000095149,2.5668179597166603,0.0053087034405549,0.2125385271827257,0.0813869981138867,0.9351341888099266,,0.0861207835867407,N/A,N/A,N/A
ENSDARG00000092714,7.318034009919472,0.1278546866739056,0.2248996900470581,1.0442339732792492,0.2963771523984501,0.4564878457833269,0.5179099336447717,N/A,N/A,N/A
ENSDARG00000112103,4.4848571274344975,0.0074638833418783,0.207078365857265,0.0936854333452151,0.9253590418863464,0.9564832485107508,0.0768382962202941,N/A,N/A,N/A
ENSDARG00000045801,749.9399432565538,-0.2008322215515932,0.0771419868775128,-2.699146047216988,0.0069517661104137,0.0252758227320766,-0.2146698164145105,ENSG00000171823,FBXL14,F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]
ENSDARG00000096855,3.978385783950567,0.3124017091144485,0.4767983926583139,2.361731211685708,0.0181898252045309,0.0549994676482004,1.864673939354614,N/A,N/A,N/A
ENSDARG00000104074,1.930324981381075,-0.0004986538439374,0.212638196554472,0.074542911395805,0.9405783977668414,,0.0983853003305599,N/A,N/A,N/A
ENSDARG00000015623,22.95535505450248,0.1149576069584454,0.1677601264728901,0.8381400300801303,0.4019520631248117,0.5637382450048849,0.1927845519541682,ENSG00000093072,ADA2,adenosine deaminase 2 [Source:HGNC Symbol;Acc:HGNC:1839]
ENSDARG00000102559,3.1438220903903877,-0.0367549187510629,0.2115361043727127,-0.423371489534712,0.6720242427846457,0.7887406315352068,-0.3118287335173089,N/A,N/A,N/A
ENSDARG00000030694,3615.6254997110223,-0.1879423651735926,0.0701013191929161,-2.763840762065485,0.0057125409705957,0.0214701170564178,-0.1985555680519752,ENSG00000131100; ENSG00000250565,ATP6V1E2; ATP6V1E1,ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]; ATPase H+ transporting V1 subunit E2 [Source:HGNC Symbol;Acc:HGNC:18125]
ENSDARG00000093168,1.205073093133408,-0.151558907214398,0.2798005266040165,-2.071549952973513,0.0383074313416687,,-2.691392170489904,N/A,N/A,N/A
ENSDARG00000093983,8.235241020448901,-0.0641111811892451,0.2004888111099024,-0.5227657584799199,0.601137270838001,0.7349372895809669,-0.2264756213674104,N/A,N/A,N/A
ENSDARG00000030598,822.434186602347,0.0750958900278118,0.0672468087355886,1.1382727493059897,0.255006609251778,0.4111345230445474,0.0799828607266669,ENSG00000105835,NAMPT,nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]
ENSDARG00000113342,0.6196257332710755,0.0374840936864144,0.2080003629945997,0.7244526930294837,0.4687878601760282,,1.6638419952810228,N/A,N/A,N/A
ENSDARG00000097811,0.6505823790062611,0.0115968878082058,0.2122250560913712,0.2431559475593091,0.8078845915678755,,0.3517317209771105,N/A,N/A,N/A
ENSDARG00000116640,0.7522785548318743,-0.0011903424371772,0.2152130436956611,-0.0215041539825673,0.9828434898313116,,-0.0297063195977183,N/A,N/A,N/A
ENSDARG00000113663,0.5147003018216635,-0.0491016521652061,0.2382082551736995,-1.1562160506519288,0.2475927961677588,,-2.664432415410188,N/A,N/A,N/A
ENSDARG00000101775,7.114177292726455,0.1118257001252759,0.2268804661147258,1.3800257173421018,0.1675787266890241,0.3037468716692745,1.1836028244084302,N/A,N/A,N/A
ENSDARG00000112642,0.9550115871348316,0.0011117776233767,0.2167973594459183,0.0258208019620942,0.9794002698131076,,0.0353663327814457,N/A,N/A,N/A
ENSDARG00000090160,97.92810735442627,0.1206643794366207,0.1538337620508813,0.9190102436903814,0.3580902142300834,0.5204525974649262,0.1790838821584918,N/A,N/A,N/A
ENSDARG00000045758,184.07819741490252,-0.1388678239620581,0.158124777368752,-1.040255736263073,0.298221102926188,0.458234153152103,-0.2063409217536117,ENSG00000130038,CRACR2A,calcium release activated channel regulator 2A [Source:HGNC Symbol;Acc:HGNC:28657]
ENSDARG00000096491,0.7428295413461846,-0.0100021762965429,0.2158542150652201,-0.2106384107578889,0.8331694372423725,,-0.3417051447089334,N/A,N/A,N/A
ENSDARG00000045760,310.5591012302867,-0.1121718772280666,0.092165638924256,-1.2666010753627026,0.2052979677524923,0.3518735195514433,-0.1262407835290562,ENSG00000111218,PRMT8,protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]
ENSDARG00000031346,674.3408528358282,0.0504435400365803,0.0762595058870451,0.6766173201048645,0.4986487870157122,0.6503983159052364,0.0549442631735595,ENSG00000134453,RBM17,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]
ENSDARG00000096461,3.135669023077833,-0.0358825421250007,0.2119000903328588,-0.4240652251532474,0.6715182456823745,0.7885552304688974,-0.3275091465541581,N/A,N/A,N/A
ENSDARG00000099327,37.519810311187,0.0451267123965632,0.1690973117080713,0.3355969293602856,0.737174839863759,0.8342309055808765,0.0889772113555115,N/A,N/A,N/A
ENSDARG00000017661,755.5662276042331,-0.2744738181260281,0.1041364281170842,-2.831786611408171,0.0046288728361668,0.0181076240572354,-0.3033468293994383,ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"
ENSDARG00000007523,2340.7038195511072,-0.2414551176888178,0.0822605658042522,-3.0636483477951666,0.0021865576522521,0.0097826647240013,-0.258413647252487,ENSG00000005483,KMT2E,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]
ENSDARG00000045672,1.6693828613847854,0.0118999642671496,0.213128900042954,0.2026569535553785,0.8394031710213049,,0.2296808489461441,N/A,N/A,N/A
ENSDARG00000098115,13.029387148429082,0.5982889118282592,0.7585296655813484,2.4029921819311832,0.0162615350844301,0.0503331203012258,1.1210015563152442,N/A,N/A,N/A
ENSDARG00000091561,14.379216653195932,0.2996445846956392,0.3458416564435839,1.8390110809484816,0.0659135562574772,0.1506531905458017,0.7994904035572578,N/A,N/A,N/A
ENSDARG00000026839,269.6707039409292,-0.1083601223823546,0.1179997387254647,-0.9978101560110196,0.3183714244856336,0.4791561796856693,-0.1346882542198162,ENSG00000152944,MED21,mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]
ENSDARG00000088961,4.175537032996956,0.0556557095547327,0.2094854767389083,0.694539367811011,0.4873440211830365,0.6409171107238478,0.5385372508692726,N/A,N/A,N/A
ENSDARG00000089179,42.35966853422986,-0.1422855424973211,0.1884941550428054,-0.9956472680749634,0.3194215596874424,0.4802994450583943,-0.2662312962819806,N/A,N/A,N/A
ENSDARG00000093424,12.031775878913823,-0.189634303256477,0.2415913778195348,-1.3103047205471372,0.190092771177213,0.3328768774044544,-0.4975791361730129,N/A,N/A,N/A
ENSDARG00000101374,112.1773035740942,-0.026235788454514,0.2296858786179809,-0.5573157741813608,0.5773117000736496,0.7174479680081283,-0.7604186381134026,N/A,N/A,N/A
ENSDARG00000088616,10.364613416180832,-0.0077269052334522,0.1992270548541324,-0.0742496170687211,0.9408117660630017,0.966276584254142,-0.0365451493459468,N/A,N/A,N/A
ENSDARG00000045544,53.84526921511768,0.0286396371261843,0.1459877391457694,0.2223152373505599,0.8240684911947529,0.8919147741454254,0.0439131564170194,ENSG00000019991,HGF,hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]
ENSDARG00000115818,0.9579715314442382,0.0400490214899572,0.2296966689983358,0.6747485298775702,0.4998355461139652,,0.8190255457161775,N/A,N/A,N/A
ENSDARG00000077356,47.93895574722657,0.7271533855474409,0.233952340171184,3.803700296330072,0.0001425506316016,0.0010009423132313,0.8299598837293267,ENSG00000008282,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
ENSDARG00000045673,0.6098080905166178,-0.0116164588552705,0.2175013697138686,-0.2414752471880954,0.809186798814054,,-0.3377418096307944,N/A,N/A,N/A
ENSDARG00000097907,3.812502859590076,-0.0168696892651562,0.2083921414973527,-0.1918920106445665,0.8478267957310317,0.9077063373171388,-0.1354976544916946,N/A,N/A,N/A
ENSDARG00000012684,1829.809108372088,-0.1787976509188379,0.0688115037528638,-2.673750559610603,0.0075008220009021,0.0268439127355336,-0.189161056897185,ENSG00000070961,ATP2B1,ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]
ENSDARG00000093557,2.319650539988373,0.0925670642207738,0.2227313066309584,1.113608791478331,0.2654470531916537,,0.9377134914116444,N/A,N/A,N/A
ENSDARG00000092583,27.677126162468223,-0.078832177008749,0.1683180362266044,-0.5814409982241845,0.5609432727042472,0.7038337484490482,-0.1437276998599913,N/A,N/A,N/A
ENSDARG00000101849,2917.6528620047643,0.1970852927322456,0.0827160125060527,2.485119043696409,0.0129508118556334,0.0419341900574512,0.2131229292427904,ENSG00000006831,ADIPOR2,adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]
ENSDARG00000091477,7.892664478644918,0.6540656129363827,0.6964194659173424,2.467133413602132,0.013619960112789,0.0436660157202745,1.1277934366802205,N/A,N/A,N/A
ENSDARG00000113005,5.423218761307105,-0.0070550962988396,0.2055850397228269,-0.0749978950750858,0.9402163866645122,0.966002302909422,-0.0472012630660333,N/A,N/A,N/A
ENSDARG00000045675,134.66116034539155,0.0015385261600783,0.1028373893515618,0.0122946630345618,0.990190525316376,0.9942662348559108,0.0014406692479135,ENSG00000111554,MDM1,Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]
ENSDARG00000096065,2.438177202187373,0.0109452466757516,0.2077417020784777,0.1612374622859761,0.8719063764750672,,0.1604360940354825,N/A,N/A,N/A
ENSDARG00000099699,12.759941260193488,0.073128605705922,0.1918444005124167,0.5540448522261552,0.579548150376363,0.7193583656292425,0.20052559520143,N/A,N/A,N/A
ENSDARG00000096481,0.5629538037526228,0.0323842125739665,0.1979303582911981,0.9375506690837724,0.3484753729811422,,2.478163026968556,N/A,N/A,N/A
ENSDARG00000001781,77.25346214919296,0.2063973004627764,0.1376527399476186,1.6975821235597006,0.0895866591501653,0.1896483374011775,0.2570964411318849,ENSG00000110900,TSPAN11,tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]
ENSDARG00000069555,15.261690378459429,0.0174013356216928,0.1988092873342596,0.15735633934239,0.8749640208719109,0.924981770214305,0.0814122379032293,N/A,N/A,N/A
ENSDARG00000116546,3.752215708361396,0.0047768987203358,0.205414920903817,0.0549348218425338,0.9561903899353604,0.9753570651366684,0.0417934445845466,N/A,N/A,N/A
ENSDARG00000016979,571.3325471502169,0.080376216598832,0.0912331665765577,0.912580006349301,0.3614634736471437,0.5234583951598752,0.0907619138152726,ENSG00000105819,PMPCB,"peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]"
ENSDARG00000092596,3.7256781875276617,0.0856977562229869,0.2161305026570434,0.9970749487344738,0.3187281316912586,0.4795919992503022,0.7633245069576632,N/A,N/A,N/A
ENSDARG00000100479,78.41155538365817,0.0760084087834066,0.1591513117547187,0.564824818525066,0.5721929242919443,0.713071475011601,0.1262664055248517,N/A,N/A,N/A
ENSDARG00000103186,115.49337876563727,-0.2638063215618393,0.1333645810568486,-2.229684456359069,0.0257683985099846,0.0727981869557984,-0.312282580615967,N/A,N/A,N/A
ENSDARG00000098143,1.0918655887686382,-0.0035991713260793,0.2145875192784298,-0.0781668374338981,0.9376953411720677,,-0.1125522646863596,N/A,N/A,N/A
ENSDARG00000070477,367.396970402672,0.1114131071588704,0.1174465044477375,1.0281363851261711,0.3038856773603673,0.4642250989915023,0.1370246543707043,ENSG00000105821,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192]
ENSDARG00000087743,0.8895435307138885,0.0063082205684913,0.2133344587612286,0.1216077958742591,0.9032096391032228,,0.1735590961299343,N/A,N/A,N/A
ENSDARG00000117132,13.525216363132255,0.0610677930858438,0.1998946536029944,0.5197604252288193,0.6032305655218642,0.7362588098335788,0.2381529319571127,N/A,N/A,N/A
ENSDARG00000106667,6.593545698911896,0.0333110183050911,0.2043926155860947,0.368977513961433,0.7121444853063991,0.8168299317608699,0.2477860295214744,N/A,N/A,N/A
ENSDARG00000110946,3.4727145350129898,0.0280539372017704,0.2043961589789139,0.3073911342654766,0.7585456755826184,0.8495180236315728,0.2082736675146531,N/A,N/A,N/A
ENSDARG00000045490,1593.2014650810388,-0.1352458789176211,0.130166631753978,-1.1524774780966718,0.2491249193643994,0.4046009272846106,-0.1736721112429301,ENSG00000090266,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]
ENSDARG00000089860,111.51924085739836,0.1225187444545738,0.1179471801078592,1.1234240275313188,0.2612574498830428,0.4181356128902564,0.1500813283363479,ENSG00000146776,ATXN7L1,ataxin 7 like 1 [Source:HGNC Symbol;Acc:HGNC:22210]
ENSDARG00000101960,8.037830325517476,0.1141447203062541,0.2139616250253022,0.9154258027570276,0.3599681376963184,0.522251749988227,0.4130230811783343,N/A,N/A,N/A
ENSDARG00000097073,0.5112868331438144,0.0262024452136506,0.212656374218442,0.552122205563904,0.5808646291180488,,0.8901000623010786,N/A,N/A,N/A
ENSDARG00000039843,124.12562856602712,0.3214562398955157,0.1442740621294261,2.5602552699202543,0.0104595303047238,0.0351674663191197,0.3773021980536964,ENSG00000048405,ZNF800,zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]
ENSDARG00000089159,180.0552860913744,0.0882405035363662,0.1298929402969831,0.7438337327267446,0.4569770697542604,0.6145401455782602,0.116506198652414,N/A,N/A,N/A
ENSDARG00000104064,33.63435694480835,0.1221658827179678,0.1767517977024851,0.8730543769669927,0.3826334396090551,0.5450430460792843,0.2184632449735389,N/A,N/A,N/A
ENSDARG00000096037,153.79991095644948,0.1838231819498167,0.1381243453755225,1.5138965101703357,0.1300520893942647,0.2519998846492373,0.2337969596300207,ENSG00000099968,BCL2L13,BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]
ENSDARG00000096222,27.11904914511783,-0.1222893616786001,0.2258495663690296,-1.027950096450027,0.3039733026532518,0.4643289820336904,-0.5101688287701706,N/A,N/A,N/A
ENSDARG00000094034,0.9212531231229548,-0.0138871870246412,0.2063255527712621,-0.3002801648372322,0.7639634616949631,,-0.4472852247672575,N/A,N/A,N/A
ENSDARG00000014804,531.8939727011607,0.5151236795579,0.1169783458338743,4.799367448633947,1.591675369624112e-06,2.2876737435988436e-05,0.5491549226533836,ENSG00000153956,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399]
ENSDARG00000018111,430.8032279125282,0.2204988760275568,0.0748668577567661,3.057804961402063,0.0022296464260808,0.0099378646412413,0.2338681771665866,ENSG00000006459,KDM7A,lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]
ENSDARG00000102370,37.920297671186525,0.2985252458577433,0.292902459743913,1.7515331918270118,0.0798541090714176,0.174075336983598,0.5992269390598522,N/A,N/A,N/A
ENSDARG00000101916,15.56512112727143,1.344132403246773,0.4897033577282389,3.7556897559983975,0.0001728647271908,0.0011764446475456,1.5899257848878017,N/A,N/A,N/A
ENSDARG00000088181,501.82895766926777,-0.423703626232296,0.1374931148309722,-3.480459540293713,0.0005005544198972,0.0028582575381344,-0.4724637147319785,ENSG00000186732,MPPED1,metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1306]
ENSDARG00000015931,3592.8073194545955,-0.3356359049375523,0.0946901272317619,-3.755964711188847,0.0001726750254594,0.0011761962871569,-0.3584480695317811,ENSG00000065609,SNAP91,synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]
ENSDARG00000094177,13.795403041459236,0.1991921280572781,0.2669291476153205,1.4939438974572656,0.1351902835432478,0.2592624489153722,0.7380916972490985,N/A,N/A,N/A
ENSDARG00000102473,163.36297094705358,-0.4495178970419725,0.1079232160628538,-4.475159463471413,7.635430454167984e-06,8.562900039667156e-05,-0.4794682537906073,N/A,N/A,N/A
ENSDARG00000045850,400.9442521260951,-0.0929541769694149,0.103675502090714,-0.9455998291941942,0.3443527314011049,0.506547733537905,-0.1094276377016704,ENSG00000198937,CCDC167,coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]
ENSDARG00000114172,29.021291262774,0.0624450309381146,0.1988860490755301,0.5122587680072774,0.6084699180848219,0.7398121298757137,0.2268566918033283,N/A,N/A,N/A
ENSDARG00000094545,0.8525061749869022,0.0037269133831271,0.2154556164253664,0.06813657085587,0.9456769186562404,,0.1115717197303173,N/A,N/A,N/A
ENSDARG00000103143,5.774294109368561,0.1469369856534197,0.2397189180358115,1.307443796237905,0.1910620312948023,0.3341044078132507,0.7774153417364809,N/A,N/A,N/A
ENSDARG00000101690,24.3557661806688,0.0031802073015525,0.1750247332938324,0.0219673708392226,0.982473983552091,0.989541239158642,0.0066434622523497,N/A,N/A,N/A
ENSDARG00000077220,6.647031470846232,0.0416007435409374,0.202636183530065,0.3964575060011901,0.6917675503213683,0.8021715795167254,0.2230729028001113,N/A,N/A,N/A
ENSDARG00000103998,3.9368447500294494,0.1221816378623697,0.2308571607689155,1.1521855868217266,0.249244819123759,0.4046850662086943,0.7327504590229781,N/A,N/A,N/A
ENSDARG00000109821,5.300815836537495,0.213176965555012,0.2902500910877756,1.6594000551767425,0.0970352051875717,0.2014514880113624,0.966316203049192,N/A,N/A,N/A
ENSDARG00000104211,1.8387728255787403,-0.174567203101077,0.2901369804757281,-1.8851655792452828,0.0594074863935285,,-1.6882873052648506,N/A,N/A,N/A
ENSDARG00000103229,13.137845041926123,0.1002131066109891,0.2045926919443894,0.7669930053775589,0.4430856742511937,0.6018792370726749,0.3059329025588658,N/A,N/A,N/A
ENSDARG00000099561,1.0571577380606458,0.0170801634819127,0.2115548823404631,0.3302720684772595,0.7411943960399526,,0.4581126877666218,N/A,N/A,N/A
ENSDARG00000098071,7.110348913316195,0.0571034542588781,0.2068555343628446,0.6141646321907316,0.5391065421526289,0.6852641870948463,0.3930335591833932,N/A,N/A,N/A
ENSDARG00000113626,21.290931811036117,0.2056433753032518,0.2628795468848098,1.474841461420613,0.1402551714105131,0.2664037663418664,0.6562381956868013,N/A,N/A,N/A
ENSDARG00000100061,11.544565049210489,0.0933155682627823,0.2026561814246681,0.7235317222110634,0.4693532721502054,0.6254607466852683,0.2944847653084218,N/A,N/A,N/A
ENSDARG00000101030,16.5159557717561,0.0805968571794293,0.204391723309449,0.6693620517414715,0.5032645526919762,0.654527709347803,0.3046007226221401,N/A,N/A,N/A
ENSDARG00000102316,9.859967952480408,0.1308460411378763,0.2134777293724322,0.9894134883764923,0.3224608778128723,0.4837292880919931,0.3872430966379426,N/A,N/A,N/A
ENSDARG00000077654,435.0651249456338,-0.4271257078533489,0.1085010645223934,-4.2507825714547165,2.1302489135225067e-05,0.000201931044177,-0.4576478671378485,ENSG00000179603,GRM8,glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600]
ENSDARG00000102098,0.606642549382972,0.0208013772895083,0.2083812616024976,0.486644302106214,0.6265104225433134,,0.9920669380983208,N/A,N/A,N/A
ENSDARG00000114894,18.52511214565588,0.1822471986349306,0.2148603747264116,1.2217728462214277,0.2217935397720961,0.3720088270220521,0.3771463413790413,N/A,N/A,N/A
ENSDARG00000102542,23.0745604793369,0.7296126718546417,0.3192684486153633,3.1848880309722487,0.0014481002589718,0.0069463605165317,0.9015575991105956,N/A,N/A,N/A
ENSDARG00000057983,211.79209605298072,1.1520018669518093,0.1711894417736378,7.172958629170128,7.33940379695376e-13,1.1204665293375278e-10,1.195522228113692,ENSG00000157703,SVOPL,SVOP like [Source:HGNC Symbol;Acc:HGNC:27034]
ENSDARG00000098281,12.258253911220828,-0.2400651407280218,0.2674513063344918,-1.5280421943098303,0.1265020621362694,0.2469817076180316,-0.557993596009978,N/A,N/A,N/A
ENSDARG00000070546,5.306560396971829,-0.0353003644905506,0.2018830352665545,-0.3295106091832626,0.7417697763287374,0.8377481012441254,-0.174727614327712,ENSG00000151379,MSGN1,mesogenin 1 [Source:HGNC Symbol;Acc:HGNC:14907]
ENSDARG00000045676,1264.1552310801392,0.2108940776577261,0.0991118536219727,2.284681084671825,0.0223315345425109,0.0648779744480584,0.2350378616048967,ENSG00000128595,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
ENSDARG00000034300,193.3155878293366,0.775361488769796,0.1340977219271205,6.217279416671574,5.05848528442254e-10,2.398776298302417e-08,0.8109742305327095,ENSG00000075223,SEMA3C,semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]
ENSDARG00000045522,569.1111293036815,0.3567585807364334,0.109538005623163,3.546253555866796,0.0003907500373734,0.0023191166627457,0.3885888547714179,N/A,N/A,N/A
ENSDARG00000020015,767.01707968785,-0.206438844709797,0.08876210185282,-2.449477851175752,0.014306350828485,0.0454160423469871,-0.2253751165240805,ENSG00000090263,MRPS33,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
ENSDARG00000101675,6.552436788698136,0.1437535596191657,0.2267980303448093,1.0972991997388255,0.2725106206168743,0.4302622637096795,0.4884230034699178,ENSG00000196735; ENSG00000237541,HLA-DQA2; HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]; major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]"
