name,ortholog_ensg,description,stat,baseMean,LFC_raw,LFC_shrunk,pvalue,padj,mouse_ids
HSPB6,ENSG00000004776,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511],-1.707904877724524,330.24883226222664,-0.8807699646746364,-0.0085617089312549,0.0876539939816272,0.3669711773651012,FBgn0001226
ARHGAP33,ENSG00000004777,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],-0.0931337809794712,1753.0358598164466,-0.0035049871976317,-0.0020786388472685,0.9257972807151956,0.97926710724809,FBgn0032821
NDUFAB1,ENSG00000004779,NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694],-0.4234349240102384,2208.197352458643,-0.0195152189793348,-0.0109794178410803,0.6719779687498083,0.8914014114177491,FBgn0011361
PDK4,ENSG00000004799,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812],3.6026525243610803,7522.782485908812,0.2341323462827435,0.197454714928072,0.0003149864643047,0.0085244762032723,FBgn0017558
SLC22A16,ENSG00000004809,solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302],-5.673006455849533,2365.296209947701,-0.2213523708927639,-0.2083082853654455,1.4031293983558129e-08,1.955090165736052e-06,FBgn0039178; FBgn0038752; FBgn0038720; FBgn0053234; FBgn0038260; FBgn0051103; FBgn0259164; FBgn0053233; FBgn0086365; FBgn0264907; FBgn0019952; FBgn0038750; FBgn0035647; FBgn0038716; FBgn0038718; FBgn0038719; FBgn0038715; FBgn0051106; FBgn0038261; FBgn0030331; FBgn0038262; FBgn0038753; FBgn0051272; FBgn0040350; FBgn0038717; FBgn0038448
ZMYND10,ENSG00000004838,zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412],1.99489882103583,18.25275346956569,0.4552499125010337,0.0247136321090796,0.0460539161433821,0.2589214445771065,FBgn0266709
ST7,ENSG00000004866,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],0.94364198101371,632.0881999372953,0.0368490768210264,0.0243603041836528,0.3453526317120948,0.7087840337546596,FBgn0037026
CDC27,ENSG00000004897,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],0.201333497216323,1070.456448882131,0.0074290329188754,0.0049686742413395,0.8404378118022791,0.9552295608472722,FBgn0012058
SLC4A1,ENSG00000004939,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],0.660765846147911,5533.884706416878,0.0385176014907588,0.0174897628460744,0.5087624889610008,0.8098821922171698,FBgn0036043; FBgn0259111
HCCS,ENSG00000004961,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],-0.2750884272448507,1665.9411464147984,-0.0104930127004392,-0.0068069611980149,0.7832483024414763,0.934155781964928,FBgn0038925
PRSS22,ENSG00000005001,serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368],1.867903454376139,21.719683100397404,0.4486917321870622,0.0216636790606869,0.0617755293159874,0.3044499369413659,FBgn0003319; FBgn0030027; FBgn0250841
UPF1,ENSG00000005007,UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962],0.581695775498308,1374.73455511113,0.0229264284344868,0.014732576054351,0.5607716175615283,0.8361447171756824,FBgn0030354
POLR2J,ENSG00000005075,RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197],-0.520632056720343,230.9278375765624,-0.0352761063514704,-0.0132403280271285,0.6026231134410243,0.8604967348968843,FBgn0032634
DHX33,ENSG00000005100,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],-1.0441653509257005,336.80465553694705,-0.0546573103006193,-0.0289775173858055,0.2964088947092139,0.6671746513770297,FBgn0032194
MEOX1,ENSG00000005102,mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013],-0.1172051073466571,0.8479021355490055,-0.1533189435216373,0.0001755683260189,0.9066975197394554,,FBgn0014949
LIG3,ENSG00000005156,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],-0.9596974861792088,549.405835929612,-0.0436866741288346,-0.025822000729086,0.3372074888236741,0.7012800357525018,FBgn0286075
RPAP3,ENSG00000005175,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151],-1.020548515094135,331.9426013749674,-0.0590906309165527,-0.0282871104643915,0.3074683926074906,0.6781249073318414,FBgn0015544
REXO5,ENSG00000005189,RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661],1.3547286214183627,479.3820830382263,0.09185743776203,0.0394209296460217,0.1755040354423032,0.5287168734795311,FBgn0283741; FBgn0039544
CIAPIN1,ENSG00000005194,cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050],0.6603842570666161,345.9242083902609,0.0477143588528669,0.0167047681871137,0.5090072722466521,0.8098821922171698,FBgn0001977
COPZ2,ENSG00000005243,COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],-2.1004997093340663,957.2244106544211,-0.100509910244698,-0.0692025519100809,0.035684906157029,0.2234044124985591,FBgn0040512
MSL3,ENSG00000005302,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],1.7096640202280902,315.44705229396783,0.0956301031028369,0.0546340141396473,0.0873280196946982,0.3664791253854431,FBgn0002775
CREBBP,ENSG00000005339,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],0.0591932144177237,3975.958918008269,0.0025387191027039,0.0016145823504166,0.9527982142776832,0.9863757417085532,FBgn0261617
TSPOAP1,ENSG00000005379,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],0.2064302645322182,4334.402301423466,0.0128959514792484,0.0054325439828623,0.8364548322181877,0.953847132824788,FBgn0262483
MPO,ENSG00000005381,myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218],-1.1370539303553135,2.982875943709836,-0.5573957908671308,-0.0061378041896905,0.2555157412562812,0.6432268399682178,FBgn0038511; FBgn0011828; FBgn0004577
GCFC2,ENSG00000005436,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317],0.9392850248902418,1490.5449597170102,0.03841774752141,0.024584100393312,0.3475844250964491,0.7103853956844999,FBgn0037466
CROT,ENSG00000005469,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],3.336068847844563,1686.0289377650415,0.6167762105969257,0.4674271209349794,0.0008497211768175,0.0181624924461034,FBgn0039543
KMT2E,ENSG00000005483,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541],1.4197599555535,4439.422261775288,0.0540492407681668,0.0383274295222548,0.1556775766862165,0.4950279500844334,FBgn0036398
SOX8,ENSG00000005513,SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203],2.2025363766570942,2555.3623425054066,0.0891705530522555,0.0668542293993856,0.0276274425019894,0.1899110397586756,FBgn0039938; FBgn0036411; FBgn0005612
IBTK,ENSG00000005700,inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853],-0.8229883412841322,413.8981635923437,-0.0393446982278073,-0.0220647224074363,0.4105146234137085,0.7537066029235663,FBgn0034113
FBXL3,ENSG00000005812,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],0.945570842332914,113.61885309741513,0.0959827345107885,0.0211427070020951,0.3443675219073019,0.7078894574135147,FBgn0037236; FBgn0039667; FBgn0033639; FBgn0039554; FBgn0033337
ITGAL,ENSG00000005844,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148],2.849611963498144,857.6531752246807,0.1866726167072717,0.1381720081862534,0.0043772596287875,0.0582373213321661,FBgn0004456; FBgn0286785; FBgn0034880; FBgn0001250; FBgn0034005
PDK2,ENSG00000005882,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],3.6026525243610803,7522.782485908812,0.2341323462827435,0.197454714928072,0.0003149864643047,0.0085244762032723,FBgn0017558
ITGA3,ENSG00000005884,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],2.849611963498144,857.6531752246807,0.1866726167072717,0.1381720081862534,0.0043772596287875,0.0582373213321661,FBgn0004456; FBgn0286785; FBgn0034880; FBgn0001250; FBgn0034005
LAMP2,ENSG00000005893,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],-1.1002429723155542,11232.844575027546,-0.030777092769278,-0.0243128491819493,0.2712262719438668,0.6426043405361238,FBgn0032949
ITGA2B,ENSG00000005961,integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138],2.849611963498144,857.6531752246807,0.1866726167072717,0.1381720081862534,0.0043772596287875,0.0582373213321661,FBgn0004456; FBgn0286785; FBgn0034880; FBgn0001250; FBgn0034005
OSBPL7,ENSG00000006025,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],-0.6990280689152025,2437.916233811234,-0.0252960153298037,-0.0172581747556958,0.4845344894852286,0.7974637419548254,FBgn0034951
YBX2,ENSG00000006047,Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948],0.3795171461815781,10110.99475467725,0.0173703864383727,0.0098911403985112,0.704303874158309,0.9045935782818042,FBgn0022959
ABCC8,ENSG00000006071,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],5.035363197663086,6359.710697912748,0.1460067395583261,0.1372700277478927,4.769436480111802e-07,4.064269384002709e-05,FBgn0032456; FBgn0039644; FBgn0263316; FBgn0051792; FBgn0032026; FBgn0034612; FBgn0010549; FBgn0032908; FBgn0039645; FBgn0038740
CACNG3,ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407],-0.7034972783153708,171.09768600791256,-0.063794808075823,-0.016226531946427,0.4817459023046354,0.7947025818463568,FBgn0288700
TMEM132A,ENSG00000006118,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],-0.3275688473844304,5490.303427455024,-0.0116665697899293,-0.007942267791487,0.7432376795983264,0.9208781808696732,FBgn0262730
AP2B1,ENSG00000006125,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563],-0.9769581671765676,1604.2646803310845,-0.0381348402555387,-0.0258460724879031,0.3285898629716919,0.6954535210542053,FBgn0003210
SPATA20,ENSG00000006282,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],-2.100662344871857,2482.652998314642,-0.0844080763552136,-0.062556268157035,0.035670617013456,0.2234044124985591,FBgn0033924
BAIAP2L1,ENSG00000006453,BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],1.1991202968807426,3468.89374870972,0.0363708149769,0.0279777616094355,0.2304811729508382,0.5990498795298446,FBgn0052082
AGK,ENSG00000006530,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],-0.6710303118021521,314.31529018223364,-0.0394920271178821,-0.0177579474332202,0.502201219680001,0.8062168727473377,FBgn0260750
ALDH3B1,ENSG00000006534,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410],-3.1313438408927974,2355.6462831506774,-0.4327229762143279,-0.3159740401113019,0.0017400829938197,0.0305655804928024,FBgn0051075; FBgn0032945
PHTF2,ENSG00000006576,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],0.6333792038072428,1509.1590706439056,0.0218837486976975,0.0153311329427421,0.526486042148987,0.8189165154017506,FBgn0028579
GGCT,ENSG00000006625,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],-0.9460968687516584,1498.603182374031,-0.064026487841962,-0.0253102135419099,0.3440991807241726,0.7076199945047754,FBgn0036787; FBgn0052196
DBF4,ENSG00000006634,DBF4-CDC7 kinase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:17364],-0.0204476123409935,1716.8237498821268,-0.0008760803693405,-0.0005089203850654,0.9836863026217604,0.9957987481992274,FBgn0000307
TBXA2R,ENSG00000006638,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],2.6035936397795862,383.1084350468929,0.1365752170462898,0.1008510632525723,0.0092252063177639,0.0967661264928423,FBgn0036742
IFRD1,ENSG00000006652,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],-0.977627118438095,2440.593520826587,-0.0369737772949204,-0.025023931520521,0.3282587798732955,0.6951922969280857,FBgn0051694
LGALS14,ENSG00000006659,galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054],2.5053925816305944,1828.7348463600645,0.1037603360576839,0.0819659314427443,0.0122315545734831,0.1165615149789141,FBgn0031213; FBgn0031289; FBgn0031214
COX10,ENSG00000006695,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],-2.2597096751303702,1284.4551287260383,-0.0667754781337462,-0.0551641545541265,0.0238392754328205,0.1752984687381647,FBgn0032222
PAF1,ENSG00000006712,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",0.3582741952616159,2.320370697468595,0.2204704740032237,0.0015639026670304,0.720138127311273,,FBgn0031388
VPS41,ENSG00000006715,VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713],-0.0678057506332201,1785.3578566647002,-0.0027660869348196,-0.0017605571042746,0.94594026595728,0.984012238314624,FBgn0002566
ARHGAP44,ENSG00000006740,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],-1.093266244061656,1185.619056918968,-0.0445048667703539,-0.0289516685370406,0.2742769192476715,0.6450888034586544,FBgn0038747
ELAC2,ENSG00000006744,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],0.6916875582566138,301.0624356000906,0.0410655515596411,0.0183496352334995,0.4891335619982443,0.8005339293847965,FBgn0028426
SCIN,ENSG00000006747,scinderin [Source:HGNC Symbol;Acc:HGNC:21695],1.0239220917894418,24194.152672078577,0.0523739995673787,0.0296067296213587,0.3058720746888348,0.6766293840733454,FBgn0010225
ARSD,ENSG00000006756,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],-3.5307880353590986,301.24378791084825,-0.2916269130394492,-0.2392924400910583,0.0004143236291567,0.0106535933671695,FBgn0036768; FBgn0036765; FBgn0052191; FBgn0260475; FBgn0040271; FBgn0033836
UPP2,ENSG00000007001,uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061],-0.7232554601911879,2004.5557581124456,-0.0288957508440237,-0.0185065762688369,0.469522951294076,0.7876273473374624,FBgn0030052
PRSS21,ENSG00000007038,serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485],1.867903454376139,21.719683100397404,0.4486917321870622,0.0216636790606869,0.0617755293159874,0.3044499369413659,FBgn0003319; FBgn0250841
PROM1,ENSG00000007062,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],-1.5087856183767765,2140.0951623596925,-0.0518054390687578,-0.0384607489246649,0.1313535771622353,0.4544921926576538,FBgn0026189; FBgn0266437
CCDC124,ENSG00000007080,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],0.2984490058105494,514.7356934999164,0.0148206798057224,0.0077675307916851,0.7653604909997224,0.9268350493241854,FBgn0038675
PAFAH1B1,ENSG00000007168,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],-2.0303342199613126,7266.460664366386,-0.0590554664431441,-0.0475376399511412,0.042322578083267,0.2475258664869915,FBgn0015754
DNAH9,ENSG00000007174,dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953],1.2294542970334867,528.5928024849044,0.1420075673725559,0.0262243997752083,0.2189015232841528,0.5819125123009334,FBgn0013812; FBgn0039510
BLTP2,ENSG00000007202,bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960],1.7649198435550664,1003.7282224813104,0.0617036040283647,0.0465756793514279,0.0775772381673216,0.3458274547095776,FBgn0035420
SLC13A2,ENSG00000007216,solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917],1.9772076868403217,4436.409305429352,0.0923625175250224,0.061468133448279,0.0480181590873999,0.2650509841275056,FBgn0036816; FBgn0032314
TRAPPC6A,ENSG00000007255,trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069],0.3618053058015386,91.33976995484107,0.0357919856666021,0.0077511809423498,0.717497526935939,0.9099774908039936,FBgn0266722
ST7L,ENSG00000007341,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],0.94364198101371,632.0881999372953,0.0368490768210264,0.0243603041836528,0.3453526317120948,0.7087840337546596,FBgn0037026
TKTL1,ENSG00000007350,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],-0.9286712125798976,14973.246227780815,-0.0727656469749733,-0.0235349389370373,0.3530595039928691,0.7145037381100047,FBgn0037607; FBgn0036784
RHBDF1,ENSG00000007384,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],-0.9687413696958048,1504.7759362823367,-0.0396630071693636,-0.025413330163268,0.3326742460389076,0.6983314639469007,FBgn0041723
LUC7L,ENSG00000007392,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],0.8350179336750428,1622.5941978095293,0.0353994873037229,0.0206635671620036,0.4037076110738927,0.7498223762121452,FBgn0036734
CACNA2D2,ENSG00000007402,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400],1.2992476768646577,4520.592679495876,0.0589247420536048,0.0362536527694393,0.1938589443917378,0.5517194522835243,FBgn0261041
BAIAP3,ENSG00000007516,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],0.9969450299282347,1250.3860050689586,0.0520866933689892,0.0274616348767471,0.3187911927772723,0.6879564647815937,FBgn0035756; FBgn0266719
TSR3,ENSG00000007520,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],-0.8085796639322483,20.91576133614102,-0.1552963315998491,-0.0106300512700668,0.4187569660441398,0.7590774107508469,FBgn0038313
PIGQ,ENSG00000007541,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],-2.361325444203413,195.08667454772785,-0.1622023001313768,-0.100715818271573,0.0182097423501316,0.1488112464840034,FBgn0086448
CRAMP1,ENSG00000007545,cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122],2.5788840193737426,581.3029856693452,0.1123580570829391,0.0868329061515253,0.0099120059667079,0.1014054374225283,FBgn0000376
TEAD3,ENSG00000007866,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716],-0.3153525747129136,2093.2010339209987,-0.012928581630183,-0.0079991977623626,0.7524939709445004,0.9227942679499832,FBgn0003345
DNAJC11,ENSG00000007923,DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570],-0.1393350476686978,908.1107520411256,-0.0049633853178052,-0.0034180497914308,0.8891853959570715,0.9686670475465836,FBgn0033918
MYLIP,ENSG00000007944,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155],2.168956275125177,2150.132327162927,0.1539569676957656,0.0861354261027465,0.0300860036680085,0.2002690663788482,FBgn0260866
E2F2,ENSG00000007968,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],2.492659087935688,2437.3973807267093,0.0895086934602789,0.0725389099173342,0.012679051701857,0.1187408738400069,FBgn0011766; FBgn0024371
PSMB1,ENSG00000008018,proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537],1.4336381739869162,1129.0481727685894,0.0673426599166053,0.0414560981789246,0.1516755438612201,0.4897984756508115,FBgn0002284
JARID2,ENSG00000008083,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196],1.5578781103375987,2355.134030337975,0.0636817174349457,0.0435951177702906,0.1192621451241817,0.4328447653556628,FBgn0036004
