name,ortholog_ensg,description,stat,baseMean,LFC_raw,lfcSE,LFC_shrunk,pvalue,padj,dmelanogaster_genes
DBNDD1,ENSG00000003249,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455],0.2478971419617843,133.74421359971947,0.0237119773119723,0.0956524836241469,0.0081299801242257,0.804213991287911,0.9183621391264312,FBgn0036819
ALS2,ENSG00000003393,alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443],0.1510666920197711,486.792375645405,0.0068349623012635,0.0452446678343167,0.004690380082277,0.8799231068346851,0.9517795928596204,FBgn0002638; FBgn0031344; FBgn0000247
CASP10,ENSG00000003400,caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500],-0.7452210444243463,364.7066323210767,-0.0436081376269474,0.0585170506834424,-0.0252119278206954,0.4561381028840814,0.709027767051082,FBgn0020381
CFLAR,ENSG00000003402,CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876],-2.0860119114583844,3.2653740371962394,-1.1778551137836988,0.5646444813252433,-0.0170508542673006,0.0369775441003904,0.6934702158640692,FBgn0028381; FBgn0026404
TFPI,ENSG00000003436,tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760],4.370881241394103,940.8801109829262,0.1539435853868895,0.0352202626621328,0.1418116213994835,1.23746087593794e-05,0.0005117565473713,FBgn0035833
NDUFAF7,ENSG00000003509,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816],-1.9561477302815773,173.42635943838252,-0.1528950597037922,0.0781613051698215,-0.0881314518583434,0.0504477538576969,0.2044108478050148,FBgn0037880
RBM5,ENSG00000003756,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902],-2.1044184570224664,1865.400391482288,-0.0875922549325728,0.0416230216192395,-0.0699584704969741,0.0353419607908648,0.1609200835281962,FBgn0031318; FBgn0031319
MTMR7,ENSG00000003987,myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454],-1.570267682211844,627.9568947229544,-0.0740656320973501,0.0471675198670732,-0.0536372217416948,0.1163528494187765,0.3399881217468949,FBgn0035945; FBgn0028497; FBgn0030582; FBgn0030735; FBgn0025742; FBgn0025802
SLC7A2,ENSG00000003989,solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060],5.00973723328742,3722.582727617156,0.1955443317491765,0.0390328519527678,0.1832508735997007,5.450440221339464e-07,4.101353814674087e-05,FBgn0030574; FBgn0037203; FBgn0002778; FBgn0036984; FBgn0036493; FBgn0036764; FBgn0039844
ARF5,ENSG00000004059,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658],1.4331896874577832,1596.0636756924862,0.0458733527598928,0.0320078724828559,0.0382828948199202,0.1518036359634027,0.3964641932989912,FBgn0013749
SARM1,ENSG00000004139,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074],-0.4700595396017489,15987.787586081577,-0.0187095188711123,0.0398024447859598,-0.0140943314722186,0.638312480053119,0.8314660006345428,FBgn0262579
POLDIP2,ENSG00000004142,DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781],-0.1830910037278417,764.3477906203943,-0.0099420155842906,0.0543009507942241,-0.0059596255906154,0.854726614446015,0.9411490766174188,FBgn0037329
PLXND1,ENSG00000004399,plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107],3.2079236607953976,1170.8523618031354,0.178491417498575,0.0556407933517714,0.148514496452816,0.0013369698158347,0.0163555426149655,FBgn0025740; FBgn0025741
AK2,ENSG00000004455,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362],-0.231485271872729,0.462572714933509,-0.3431546351491036,1.4824037502384624,-0.0010297557099647,0.8169378260932784,,FBgn0283494
KDM1A,ENSG00000004487,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079],0.7093799199323566,260.1576344118163,0.0492374262960005,0.0694091063371171,0.0244323649822962,0.4780887452172842,0.7254805838869905,FBgn0260397
RBM6,ENSG00000004534,RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903],-2.1044184570224664,1865.400391482288,-0.0875922549325728,0.0416230216192395,-0.0699584704969741,0.0353419607908648,0.1609200835281962,FBgn0031318; FBgn0031319
CAMKK1,ENSG00000004660,calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469],1.4148180688265837,3571.020981761408,0.0651334450166848,0.0460366222709503,0.047205906224336,0.1571218449313988,0.402579473649114,FBgn0040056
VPS50,ENSG00000004766,VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956],0.6472276246571631,716.692150254075,0.0292722402363975,0.0452271181284992,0.0203294219381097,0.5174846350482489,0.7520867727122734,FBgn0034271
HSPB6,ENSG00000004776,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511],-4.156670256171555,507.0996574137064,-1.0567771813038205,0.2542364720258447,-0.9163981159188408,3.2291954370909754e-05,0.0010595996044067,FBgn0001226
ARHGAP33,ENSG00000004777,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],0.125807143835347,1637.4918810875995,0.0053307165599701,0.0423721292564025,0.0038976980582634,0.8998845867455362,0.9608878536826329,FBgn0032821
NDUFAB1,ENSG00000004779,NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694],0.6941692002262008,2073.9314693456786,0.0366537250076862,0.0528022922880219,0.0229829995989454,0.4875761054542142,0.7331870247350692,FBgn0011361
PDK4,ENSG00000004799,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812],-1.310537737702888,6174.462318248505,-0.123194126353275,0.0940027309470765,-0.0476302694862788,0.1900139864760142,0.4496713115753015,FBgn0017558
SLC22A16,ENSG00000004809,solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302],2.8425627804519022,47.14515349462377,0.388157555974302,0.1365519729743995,0.2624376095102096,0.0044752416194107,0.0395655637164864,FBgn0030331; FBgn0038750; FBgn0040350; FBgn0039178; FBgn0051272; FBgn0038716; FBgn0053234; FBgn0086365; FBgn0038717; FBgn0038715; FBgn0038260; FBgn0259164; FBgn0051103; FBgn0264907; FBgn0038718; FBgn0038262; FBgn0038448; FBgn0038752; FBgn0051106; FBgn0038719; FBgn0019952; FBgn0038720; FBgn0035647; FBgn0038261; FBgn0038753; FBgn0053233
ZMYND10,ENSG00000004838,zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412],1.8065261990801464,15.915189711579156,0.4512938351992941,0.2498130585812071,0.0337080982857985,0.0708361856027455,0.2499748044824672,FBgn0266709
ST7,ENSG00000004866,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],0.2992390674097661,556.8503827367983,0.0149574728818974,0.0499850270600372,0.0095790129364349,0.7647576426568878,0.9008585790619272,FBgn0037026
CDC27,ENSG00000004897,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],2.061949400457923,932.3766521398622,0.0754081718954302,0.0365713008663953,0.0623378210461943,0.039212553600758,0.1719716198231316,FBgn0012058
SLC4A1,ENSG00000004939,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],2.3316062533054693,5548.145886727174,0.1215454551488019,0.0521294944103402,0.0926275402784654,0.0197214145606016,0.1084903246662009,FBgn0036043; FBgn0259111
HCCS,ENSG00000004961,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],1.4847215695300096,1483.9410157755774,0.0655451452624456,0.0441464222030491,0.0486580552161908,0.1376175955157802,0.3730435796104899,FBgn0038925
PRSS22,ENSG00000005001,serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368],0.5804018490154965,0.5478399978523018,1.871569949618272,3.2246105914254275,0.0007625588644302,0.5616436585252756,0.9593313508235626,FBgn0250841; FBgn0030027; FBgn0003319
UPF1,ENSG00000005007,UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962],0.6669816997532056,1176.6956415245195,0.0283851559056589,0.0425576232693669,0.0205119812789366,0.5047838228492831,0.7459653967707094,FBgn0030354
POLR2J,ENSG00000005075,RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197],0.7286291002292088,209.9505906454736,0.0665611409624467,0.0913511976690311,0.0239763997947562,0.4662285728733941,0.7159674367866642,FBgn0032634
DHX33,ENSG00000005100,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],0.5877010476754702,274.2821827157302,0.0454997179458369,0.0774198346690068,0.019842541657995,0.556732972229993,0.7765823459312041,FBgn0032194
MEOX1,ENSG00000005102,mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013],-1.2574190585297742,0.675783816147705,-1.572079255878848,1.2502429044752887,-0.0048275316273007,0.2086019315679604,,FBgn0014949
LIG3,ENSG00000005156,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],-1.372164605385748,507.9406630914655,-0.0730985539170789,0.0532724380370743,-0.0484271565861647,0.1700122011817101,0.422288780774277,FBgn0286075
RPAP3,ENSG00000005175,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151],0.7063318193837008,285.48788900923364,0.0447801918910351,0.0633982367240759,0.0241630499625393,0.4799818100376621,0.7273450383309374,FBgn0015544
REXO5,ENSG00000005189,RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661],-1.419013047958957,430.2280064900234,-0.0706639763545323,0.0497979750476376,-0.0490121416590998,0.1558952120731756,0.401113461203636,FBgn0039544; FBgn0283741
CIAPIN1,ENSG00000005194,cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050],-0.6044253166216287,315.9475187631132,-0.0376191978761389,0.0622396131360074,-0.0204842410748966,0.5455609083039776,0.7700679428946667,FBgn0001977
COPZ2,ENSG00000005243,COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],-0.7666723166716338,838.2078860625478,-0.0349679936854679,0.045610090419431,-0.0242638095366257,0.443276366977483,0.6989616954010793,FBgn0040512
MSL3,ENSG00000005302,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],0.6699266122552837,294.2186759399488,0.0426685339475734,0.0636913553917963,0.0228949306870966,0.5029045741402474,0.7452798661805421,FBgn0002775
CREBBP,ENSG00000005339,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],-0.4545650665948609,3353.6983901847416,-0.0301482363810387,0.066323258421239,-0.0152439227266355,0.6494221714861628,0.8376701551516822,FBgn0261617
TSPOAP1,ENSG00000005379,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],1.359251339733176,3776.701819878844,0.0828896853226316,0.0609818676646682,0.050082052110059,0.1740669577504338,0.4281302809452793,FBgn0262483
MPO,ENSG00000005381,myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218],-0.3823535755715812,1.1102614848384378,-0.3341310284714779,0.8738797014569167,-0.0019669511129423,0.7021991203801103,0.9358670104420884,FBgn0004577; FBgn0038511; FBgn0011828
GCFC2,ENSG00000005436,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317],0.5315096489403691,1233.1914633392348,0.0195778149114317,0.0368343546546381,0.0147751675573858,0.5950656566959596,0.8049561615344087,FBgn0037466
CROT,ENSG00000005469,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],-0.0719980628776404,968.4815827513264,-0.0087780904230818,0.1219212027690256,-0.001970833831974,0.9426034494518596,0.9781382822643356,FBgn0039543
KMT2E,ENSG00000005483,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541],1.4127832318055489,3861.42381352577,0.0716874612651529,0.0507420102753738,0.0492794178296921,0.1577194700629,0.4034872905611543,FBgn0036398
SOX8,ENSG00000005513,SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203],-3.053763293769792,1016.1258029445984,-0.2189997012386159,0.0717146943528378,-0.1725817848722845,0.0022599031570512,0.0242412763084339,FBgn0005612; FBgn0039938; FBgn0036411
IBTK,ENSG00000005700,inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853],1.4217533961795423,364.2314734925092,0.0825086184460076,0.0580330025359673,0.0521836108347066,0.1550978530894836,0.4004340461110266,FBgn0034113
FBXL3,ENSG00000005812,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],-1.2506209931499817,390.44686282862176,-0.0641625488657635,0.0513045512726882,-0.0431082781892885,0.2110727877080287,0.4779143515321761,FBgn0033337; FBgn0033639; FBgn0037236; FBgn0039554; FBgn0039667
ITGAL,ENSG00000005844,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148],-4.89939277009869,751.3940480252803,-0.31340808631065,0.0639687612357596,-0.2875008963494078,9.613329837941558e-07,6.538735702010946e-05,FBgn0286785; FBgn0001250; FBgn0034005; FBgn0004456; FBgn0034880
PDK2,ENSG00000005882,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],-1.310537737702888,6174.462318248505,-0.123194126353275,0.0940027309470765,-0.0476302694862788,0.1900139864760142,0.4496713115753015,FBgn0017558
ITGA3,ENSG00000005884,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],-4.89939277009869,751.3940480252803,-0.31340808631065,0.0639687612357596,-0.2875008963494078,9.613329837941558e-07,6.538735702010946e-05,FBgn0286785; FBgn0001250; FBgn0034005; FBgn0004456; FBgn0034880
LAMP2,ENSG00000005893,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],-0.8224736707388679,9283.095127206394,-0.0392753815916362,0.0477527524453801,-0.0268936568619755,0.4108073656457512,0.6772600966752695,FBgn0032949
ITGA2B,ENSG00000005961,integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138],-4.89939277009869,751.3940480252803,-0.31340808631065,0.0639687612357596,-0.2875008963494078,9.613329837941558e-07,6.538735702010946e-05,FBgn0286785; FBgn0001250; FBgn0034005; FBgn0004456; FBgn0034880
OSBPL7,ENSG00000006025,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],-0.7445834334588167,2116.007543611027,-0.0242410813924795,0.0325565682812366,-0.0196789296530443,0.4565235859608034,0.709027767051082,FBgn0034951
YBX2,ENSG00000006047,Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948],-2.11798957957914,8547.451145874886,-0.1050235450106456,0.0495864314079933,-0.080007960268494,0.0341759502038587,0.1574732406374834,FBgn0022959
ABCC8,ENSG00000006071,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],-3.6981794326613153,1031.2349983357512,-0.1498944384215721,0.0405319539386718,-0.1342232726167485,0.0002171513692881,0.0043927060605129,FBgn0263316; FBgn0039645; FBgn0051792; FBgn0038740; FBgn0039644; FBgn0032908; FBgn0032026; FBgn0034612; FBgn0010549; FBgn0032456
CACNG3,ENSG00000006116,calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407],1.061018696579748,146.6379279833451,0.1119359161652384,0.1054985331795472,0.0348790458346089,0.2886814044629624,0.5671665085625405,FBgn0288700
TMEM132A,ENSG00000006118,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],2.7970810985208194,4680.257746319772,0.1633580037951044,0.0584030273135423,0.1289324310349668,0.0051566587876889,0.0434662670830419,FBgn0262730
AP2B1,ENSG00000006125,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563],-0.1926839957880746,1598.837083999875,-0.0076590879103336,0.0397494762292429,-0.0055976703199566,0.8472064580866374,0.9369169113999792,FBgn0003210
SPATA20,ENSG00000006282,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],2.400675064923292,2365.4346293541453,0.0725366152981365,0.0302150908958827,0.0633642859313113,0.0163648608076422,0.0956286452911907,FBgn0033924
BAIAP2L1,ENSG00000006453,BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],-0.9550260355041869,3342.0121713520552,-0.0361261808482095,0.0378274303581026,-0.0277073415733563,0.3395645308669104,0.6146431226109675,FBgn0052082
AGK,ENSG00000006530,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],0.9229166960214628,270.0819049600019,0.0579908270810695,0.062834302739411,0.0322644640529505,0.3560506190962959,0.6302360445553111,FBgn0260750
ALDH3B1,ENSG00000006534,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410],-5.762872839265997,2200.59905072784,-0.6245718898035066,0.1083785652093369,-0.5855678520234348,8.269410006114264e-09,1.5615142517205954e-06,FBgn0051075; FBgn0032945
PHTF2,ENSG00000006576,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],2.77374508236986,1401.3056785661352,0.0850824831690077,0.0306742258723768,0.0753687191902273,0.0055415082124548,0.0457071051750644,FBgn0028579
GGCT,ENSG00000006625,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],-3.9947710285687728,1097.7076880025434,-0.3180817088880724,0.079624515801606,-0.2770531505959774,6.475680544519835e-05,0.0017374962704974,FBgn0036787; FBgn0052196
DBF4,ENSG00000006634,DBF4-CDC7 kinase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:17364],2.3183953163198603,1545.17836736564,0.0880348480966681,0.0379723196803259,0.0730372321305775,0.0204278463745875,0.1112160843827281,FBgn0000307
TBXA2R,ENSG00000006638,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],0.7931822442683262,433.0332223083126,0.0688063424194005,0.0867472045883619,0.0267600511243876,0.427671650846642,0.6890194742932995,FBgn0036742
IFRD1,ENSG00000006652,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],-0.9630807053657078,2261.2944998523544,-0.0481367710509292,0.0499820739661172,-0.0321400493427598,0.3355070237391602,0.6118260575587939,FBgn0051694
LGALS14,ENSG00000006659,galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054],1.8834016510914529,145.05954621050563,0.1977167831605522,0.1049785546518838,0.0816622799219114,0.0596459567744085,0.2255985622685688,FBgn0031289; FBgn0031214; FBgn0031213
COX10,ENSG00000006695,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],1.198635192446956,1261.6855867020467,0.0579822109916188,0.0483735262880535,0.0400734503066268,0.230669827757147,0.5001177721389791,FBgn0032222
PAF1,ENSG00000006712,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",0.3942413052952435,1.2220868060491852,0.3507590600136322,0.8897065206065918,0.002006907271794,0.6934028927754914,,FBgn0031388
VPS41,ENSG00000006715,VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713],0.8875616691458917,1577.9307732276698,0.0353978182434566,0.0398820943648008,0.0265901759275422,0.3747765799045712,0.6482481872943223,FBgn0002566
ARHGAP44,ENSG00000006740,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],-1.5973582994114492,1092.8818020939566,-0.075266179466799,0.0471191588603076,-0.0547104678467818,0.1101858622428606,0.3284897555336756,FBgn0038747
ELAC2,ENSG00000006744,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],0.3121303774835831,247.11044535486985,0.0211882105575185,0.0678825647421419,0.0104786257493229,0.7549414410881262,0.8962786178740005,FBgn0028426
SCIN,ENSG00000006747,scinderin [Source:HGNC Symbol;Acc:HGNC:21695],-3.373303266023933,18670.72485673,-0.2696493490542156,0.0799362902737314,-0.2237144381136987,0.0007427210059078,0.010803999748729,FBgn0010225
ARSD,ENSG00000006756,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],-2.4763842157113944,419.43251847937023,-0.1808749265837816,0.0730399287138976,-0.1264601469938424,0.013272066546522,0.0830167762484952,FBgn0052191; FBgn0036768; FBgn0040271; FBgn0033836; FBgn0260475; FBgn0036765
UPP2,ENSG00000007001,uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061],-2.35387571614953,1934.4847285427763,-0.1162625938501074,0.0493919849091649,-0.0903611809567788,0.0185788217320588,0.103643727923325,FBgn0030052
PRSS21,ENSG00000007038,serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485],0.5804018490154965,0.5478399978523018,1.871569949618272,3.2246105914254275,0.0007625588644302,0.5616436585252756,0.986791150456738,FBgn0250841; FBgn0003319
PROM1,ENSG00000007062,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],1.873415339791972,1849.1352232516967,0.0638813965315334,0.0340988969048513,0.0532964369436736,0.061011053381877,0.2284304651627171,FBgn0026189; FBgn0266437
CCDC124,ENSG00000007080,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],0.6371856585637252,449.7215464998563,0.0293613934684906,0.0460798090381913,0.0201384242510406,0.5240039181385712,0.7565919577129661,FBgn0038675
PAFAH1B1,ENSG00000007168,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],7.228313187096409,6526.397100155045,0.1372022736489536,0.0189812297969987,0.1335022842458043,4.89029930971436e-13,4.89421154916213e-10,FBgn0015754
DNAH9,ENSG00000007174,dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953],2.773887984029851,283.1835903866473,0.2320370279733665,0.0836504679746539,0.1688057180677934,0.005539074698525,0.0457071051750644,FBgn0039510; FBgn0013812
BLTP2,ENSG00000007202,bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960],1.118013150422362,958.379230815276,0.0485163398801929,0.043395142411218,0.0353457859290544,0.2635613769535049,0.5394518617118076,FBgn0035420
SLC13A2,ENSG00000007216,solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917],-2.7277041197492147,4082.542861918496,-0.1904118580611514,0.0698066394674279,-0.1399410983907341,0.0063776785507105,0.0500217922692096,FBgn0036816; FBgn0032314
TRAPPC6A,ENSG00000007255,trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069],1.2095151973528564,88.67875793097271,0.1250077158231508,0.1033535718250936,0.0414204524278297,0.2264649760763447,0.4963294957991206,FBgn0266722
ST7L,ENSG00000007341,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],0.2992390674097661,556.8503827367983,0.0149574728818974,0.0499850270600372,0.0095790129364349,0.7647576426568878,0.9008585790619272,FBgn0037026
TKTL1,ENSG00000007350,transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835],-7.432392575894744,14149.49744685212,-0.5678202828927084,0.0763980477476799,-0.5471591866865323,1.0665070969671457e-13,1.185955891827466e-10,FBgn0037607; FBgn0036784
RHBDF1,ENSG00000007384,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],2.515613227482179,1326.9132577506052,0.1201641666224862,0.0477673456752952,0.0959645334370858,0.0118825502302621,0.0771710335525393,FBgn0041723
LUC7L,ENSG00000007392,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],1.3391882003846498,1346.1674440684883,0.0554208645080415,0.0413839253453123,0.0419214232211956,0.1805094127644914,0.4358355133768468,FBgn0036734
CACNA2D2,ENSG00000007402,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400],0.307620818548296,3785.795752819058,0.0148813570774626,0.0483756500866546,0.0094316639696179,0.7583708769981576,0.8984109537165673,FBgn0261041
BAIAP3,ENSG00000007516,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],3.900266368260653,1128.2960409756645,0.1886147259391667,0.0483594473121282,0.1673750477122984,9.608691196320802e-05,0.0023471397458172,FBgn0035756; FBgn0266719
TSR3,ENSG00000007520,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],0.5713983335659626,16.521734326298127,0.1390867175035355,0.2434146362232594,0.0097267972308406,0.567729658449043,0.7850011635476681,FBgn0038313
