gene_id,baseMean,LFC_shrunk,lfcSE_shrunk,stat,pvalue,padj,LFC_raw,ortholog_ensg,name,description
FBgn0038756,76.41750548293645,0.0020230893787389,1.161504233848806,0.9982782178599584,,,1.1595043766033823,N/A,N/A,N/A
FBgn0039627,183.9879858113945,0.0302746545612865,0.0793298395686201,1.1479397943324705,0.2509934188017305,0.622686357798186,0.0910658797188296,ENSG00000086189,DIMT1,DIM1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]
FBgn0039436,0.1621804516605843,8.900081446565103e-05,2.230553558352533,-0.0483786432718691,0.9614144795717728,,-0.1079111548983354,N/A,N/A,N/A
FBgn0051092,3556.265077241501,-0.058686138405006,0.0514819771727294,-1.82556574273607,0.0679156999155684,0.3216714661595896,-0.0939837338948552,N/A,N/A,N/A
FBgn0039089,873.036388154951,-0.0242556500421795,0.0588969219612851,-0.8940092797351558,0.3713169261268447,0.7277807042860744,-0.0526543947812262,N/A,N/A,N/A
FBgn0250820,863.3423135503947,-0.0152083820500679,0.0333959308544752,-0.6373408131587277,0.5239028718779591,0.8186673099693379,-0.0212845897269839,ENSG00000121073,SLC35B1,solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]
FBgn0267730,5.831083499457952,0.001929976613275,0.3643105385657627,0.2676146673415668,0.7889959397443997,,0.0974948435873036,N/A,N/A,N/A
FBgn0038243,449.0490708508463,-0.0019925152274753,0.0572939776297417,-0.0778237095065451,0.9379682861843844,0.9823892994406996,-0.0044588298715315,N/A,N/A,N/A
FBgn0283468,1889.698574469145,-0.0209668889727617,0.037596914477922,-0.8309509474190594,0.4060013406870729,0.7514145658405692,-0.0312411917054626,ENSG00000166167,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]
FBgn0038598,30.03021142716064,-0.0062019752545608,0.1601236471277993,-0.4091488743510206,0.6824304109807249,0.896945821239293,-0.0655144099793191,ENSG00000188659; ENSG00000155875,SAXO1; SAXO2,stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566]; stabilizer of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33727]
FBgn0038407,3220.525908565967,-0.3160839775652144,0.0682602262928905,-5.042430642113922,4.596553850062798e-07,4.037319107958441e-05,-0.3441974566969014,N/A,N/A,N/A
FBgn0038627,146.6025037435914,0.0394346154633004,0.0761187719248172,1.38417763346944,0.1663040701952549,0.5132479101416564,0.1053619015854935,ENSG00000168894,RNF181,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]
FBgn0027654,6478.898568076497,-0.1218627576205808,0.0344297616400519,-3.9552657760205774,7.644961533368101e-05,0.0027952907223602,-0.1361788578914435,N/A,N/A,N/A
FBgn0037236,113.61885309741513,0.0211427070020951,0.1015077138736424,0.945570842332914,0.3443675219073019,0.7078894574135147,0.0959827345107885,ENSG00000118564; ENSG00000145743; ENSG00000182325; ENSG00000183580; ENSG00000108306; ENSG00000005812; ENSG00000153558; ENSG00000197361; ENSG00000099364; ENSG00000145604; ENSG00000155034; ENSG00000161040; ENSG00000107872,FBXL17; FBXL2; FBXL19; SKP2; FBXL7; FBXL13; FBXL5; FBXL18; FBXL20; FBXL15; FBXL22; FBXL3; FBXL6,F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]; F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]; F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]; F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]; F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]; F-box and leucine rich repeat protein 17 [Source:HGNC Symbol;Acc:HGNC:13615]; F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603]; F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]; F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]; S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901]; F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]; F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]; F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]
FBgn0003890,3014.278772738149,0.0265063139768285,0.0468091599641214,0.976900368788206,0.3286184792046369,0.6954535210542053,0.0457278856316163,N/A,N/A,N/A
FBgn0000463,265.86286100488473,-0.0275673822108819,0.0724644006137745,-1.0346147013569795,0.3008488855310184,0.6712086097574598,-0.0749727342000329,ENSG00000101384; ENSG00000198719; ENSG00000187957; ENSG00000204301,NOTCH4; DNER; DLL1; JAG1,delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]; notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]; delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]; jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]
FBgn0051415,5.596162868173519,-0.0056764066785529,0.3799284331017704,-0.8212113219624203,0.4115259085765644,,-0.3120015307986157,N/A,N/A,N/A
FBgn0267156,0.3233598792906859,0.0003868651297253,1.4820223756403086,0.1228243994899993,0.9022461525484148,,0.182028508318763,N/A,N/A,N/A
FBgn0051077,142.31866431291067,0.0004817552028002,4.076479581301168,1.405910727524008,,,5.731166373883889,N/A,N/A,N/A
FBgn0037723,105.90967379345656,-0.0076310508269637,0.136690994253724,-0.4457825781014194,0.6557543076422829,0.8848949962177174,-0.0609344638216713,ENSG00000116649,SRM,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
FBgn0028374,1373.2563440099982,0.0009129902815078,0.0826203549376314,0.0372052993218734,0.9703213132916108,0.9920657472830736,0.003073915035534,N/A,N/A,N/A
FBgn0004622,242.5333195540336,0.0221610509020776,0.0832348330468996,0.8967233430216708,0.3698665614147456,0.7272126021055547,0.0746386177456665,ENSG00000075073,TACR2,tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]
FBgn0263651,0.781641323793234,0.0010647717129044,1.205967727102262,0.3479398744040118,0.7278853385726385,,0.4196042595032526,N/A,N/A,N/A
FBgn0053207,260.40192417502124,-0.0092969866992195,0.0721967407958299,-0.3765829411641717,0.7064835670158309,0.9058066744111825,-0.0271880609913609,N/A,N/A,N/A
FBgn0038890,1619.5443420165277,-0.029802226535155,0.0413157355575714,-1.1167118312811894,0.2641175574913241,0.6367351263252381,-0.0461377707152249,ENSG00000183918; ENSG00000198825; ENSG00000168918; ENSG00000122126; ENSG00000159082; ENSG00000198574; ENSG00000132376; ENSG00000185133; ENSG00000078269,SYNJ2; SH2D1A; INPP5F; INPP5D; OCRL; INPP5J; INPP5K; SH2D1B; SYNJ1,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]; inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]; OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]; inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]; synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]; SH2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:10820]; inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]; inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]; SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]
FBgn0010770,221.7040372355881,0.0354807395202596,0.0745687357587491,1.2754480575178933,0.2021506979997581,0.5611728132885831,0.0951085491750616,ENSG00000130810,PPAN,peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]
FBgn0046763,914.9570921413864,0.2353444598933917,0.0417241445451645,5.964243408435952,2.457701430851709e-09,4.369199905777928e-07,0.2488529540761264,N/A,N/A,N/A
FBgn0038465,6196.668734559267,-0.0243100822480652,0.0607748504345131,-0.8869610117967289,0.3750998916256116,0.7291958866047665,-0.0539049228331906,N/A,N/A,N/A
FBgn0038402,62.28368089493964,-0.0128360859221366,0.1248672189975052,-0.6850840804065537,0.4932908653466669,0.8026706598172177,-0.0855445438998296,N/A,N/A,N/A
FBgn0266744,7.228542913726186,0.0011902548237046,0.3441503363638076,0.1568288567117687,0.8753797298863335,,0.0539727037889066,N/A,N/A,N/A
FBgn0261108,1343.2301489300062,-0.0104608467984811,0.0479006579926002,-0.4025143043652613,0.6873055632154672,0.8991686120466549,-0.0192807000305297,ENSG00000175224,ATG13,autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]
FBgn0262605,5.917499092756545,-0.0076121421486453,0.4216375124588375,-1.2149343614911876,0.2243911269758262,,-0.5122619019799105,N/A,N/A,N/A
FBgn0263040,1.80289421939862,-0.0013731217870802,1.828423645457224,-1.0061911564057615,0.314323625440437,,-1.8397437022222425,N/A,N/A,N/A
FBgn0020907,3782.625470616935,-0.0393578590075176,0.0589047531604525,-1.3439746839596254,0.1789565734798831,0.532377734896444,-0.0791664970125389,N/A,N/A,N/A
FBgn0038903,61.01796307444285,0.0041274334660675,0.1156408882261789,0.2126480012062111,0.8316015280494714,0.9515423046804004,0.0245908037390078,ENSG00000066379,POLR1H,RNA polymerase I subunit H [Source:HGNC Symbol;Acc:HGNC:13182]
FBgn0037472,610.9566115015755,-0.0648590921128017,0.0565671004555008,-1.9153657870666785,0.0554458711311098,0.2871433336177167,-0.1083466888860301,ENSG00000144306; ENSG00000141295; ENSG00000136193,SCRN3; SCRN1; SCRN2,secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]; secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]; secernin 3 [Source:HGNC Symbol;Acc:HGNC:30382]
FBgn0263977,2913.9641189849926,-0.0495750269222659,0.0352072878336122,-1.855874362231702,0.0634714680731446,0.3088971278058693,-0.0653403028541131,ENSG00000134375; ENSG00000126768,TIMM17B; TIMM17A,translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]; translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]
FBgn0261060,0.5135799711184645,0.0015549718400591,1.421310712507491,0.5879295383790534,0.556579588815838,,0.8356305510977327,N/A,N/A,N/A
FBgn0015568,2419.0119087581056,-0.0382271876614801,0.0537784981538538,-1.3180144935225826,0.1874987961642188,0.5424615157005481,-0.0708808400066567,ENSG00000087085; ENSG00000172828; ENSG00000170835; ENSG00000169992; ENSG00000198848; ENSG00000172831; ENSG00000169760; ENSG00000042832; ENSG00000172824; ENSG00000159398; ENSG00000165246; ENSG00000146938; ENSG00000196338,ACHE; NLGN4X; CES3; CES2; TG; NLGN3; CEL; CES1; NLGN4Y; NLGN1; CES5A; NLGN2; CES4A,carboxylesterase 5A [Source:HGNC Symbol;Acc:HGNC:26459]; thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]; neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]; carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]; carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]; carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]; neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]; carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]; neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]; neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]; neuroligin 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:15529]; carboxylesterase 4A [Source:HGNC Symbol;Acc:HGNC:26741]; acetylcholinesterase (Yt blood group) [Source:HGNC Symbol;Acc:HGNC:108]
FBgn0011270,1.6828106449733138,0.0022914276021805,0.7108739423651153,0.6205116511425515,0.5349209856768832,,0.4411055637311926,ENSG00000164708; ENSG00000226784; ENSG00000171314,PGAM1; PGAM4; PGAM2,phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]; phosphoglycerate mutase family member 4 [Source:HGNC Symbol;Acc:HGNC:21731]; phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]
FBgn0051116,4132.544605553663,-0.1017143645477138,0.0259431850577286,-4.257898472853763,2.0635762208972565e-05,0.0010585838016752,-0.1104634480382653,ENSG00000184908; ENSG00000186510,CLCNKA; CLCNKB,chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]; chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]
FBgn0262577,6.785717667263562,0.0065169283264445,0.3305414960106833,0.8053956542216099,0.4205913987413604,,0.266216684426914,N/A,N/A,N/A
FBgn0039030,0.4225586560342704,0.0015900022474587,1.5072419724623365,0.6000578414462838,0.548467687783132,,0.9044323645329888,N/A,N/A,N/A
FBgn0037516,0.8064512474609,0.0012845887209938,1.0174791498707756,0.4294287594901199,0.6676112280922966,,0.4369348091360689,N/A,N/A,N/A
FBgn0051163,748.8706495563372,-0.0025121929451461,0.0624944648711655,-0.0985402103799658,0.921503344045329,0.977592969518884,-0.006158217715988,N/A,N/A,N/A
FBgn0039189,89.87688043873635,-0.0319586786047688,0.0967803109696178,-1.307008375386384,0.1912098670168913,0.5481987017440738,-0.1264926770097892,ENSG00000130299,GTPBP3,"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]"
FBgn0039858,22010.842866221334,0.0069895733371872,0.022811495263996,0.3680160006237232,0.7128613034123092,0.907222031533488,0.0083949952553028,N/A,N/A,N/A
FBgn0261561,227.7589946511428,-0.014445113881093,0.0734516617568255,-0.5743753986672362,0.5657137969067001,0.838869740215718,-0.0421888275043476,ENSG00000118491; ENSG00000250803; ENSG00000164185,ZC2HC1B; ZNF474; ZNF475,zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]; zinc finger C2HC-type containing 1B [Source:HGNC Symbol;Acc:HGNC:21174]; zinc finger protein 475 [Source:HGNC Symbol;Acc:HGNC:53564]
FBgn0002905,233.6629846310109,0.0472971780702289,0.0942144870233458,1.677215955521909,0.0935002600948436,0.3784130911451052,0.1580180408768674,ENSG00000051341,POLQ,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]
FBgn0003676,1237.590788658283,-0.0446260712631613,0.0474735202148864,-1.516284190243465,0.1294475075435332,0.4506189231199768,-0.0719833481570359,ENSG00000120438,TCP1,t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]
FBgn0040629,40.81526673974731,-0.0084775626335427,0.4044283024972425,-1.3367221926711863,0.1813133350504451,0.534913246839811,-0.5406082872924,ENSG00000063180; ENSG00000133742; ENSG00000074410; ENSG00000169239; ENSG00000174990; ENSG00000131686; ENSG00000164879; ENSG00000178538; ENSG00000185015; ENSG00000107159; ENSG00000168748,CA9; CA3; CA13; CA5A; CA5B; CA7; CA8; CA11; CA6; CA1; CA12,carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]; carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]; carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]; carbonic anhydrase 11 [Source:HGNC Symbol;Acc:HGNC:1370]; carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378]; carbonic anhydrase 5A [Source:HGNC Symbol;Acc:HGNC:1377]; carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]; carbonic anhydrase 7 [Source:HGNC Symbol;Acc:HGNC:1381]; carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]; carbonic anhydrase 3 [Source:HGNC Symbol;Acc:HGNC:1374]; carbonic anhydrase 8 [Source:HGNC Symbol;Acc:HGNC:1382]
FBgn0038246,1977.055597087698,-0.0091532916891042,0.0403495587073427,-0.3493295768566004,0.7268418962718812,0.9134024646405238,-0.0140952942695865,ENSG00000204334,ERICH2,glutamate rich 2 [Source:HGNC Symbol;Acc:HGNC:44395]
FBgn0043005,267.85953235499915,-0.0058769060098216,0.0751993004664176,-0.2414166007609677,0.8092322476511943,0.9444612844696432,-0.0181543594982052,N/A,N/A,N/A
FBgn0038815,706.5498999869113,-0.016632402026773,0.0568600307538766,-0.628047503582293,0.5299728213520718,0.8208495755016022,-0.0357108003685846,N/A,N/A,N/A
FBgn0267763,3.454647241634393,0.0088995726921686,0.5145378526579352,1.6360482988525658,0.1018294793783748,,0.841808778536267,N/A,N/A,N/A
FBgn0054044,1.325548799274911,-0.0007929460138304,0.7606949915642318,-0.2267116588848265,0.8206479606784779,,-0.1724584234429061,N/A,N/A,N/A
FBgn0015569,1380.842003937413,0.3865071673510279,0.0528364747115203,7.581079872899205,3.4269053429980314e-14,1.8597274206133004e-11,0.4005575349904547,ENSG00000087085; ENSG00000172828; ENSG00000170835; ENSG00000169992; ENSG00000198848; ENSG00000172831; ENSG00000169760; ENSG00000042832; ENSG00000172824; ENSG00000159398; ENSG00000165246; ENSG00000146938; ENSG00000196338,ACHE; NLGN4X; CES3; CES2; TG; NLGN3; CEL; CES1; NLGN4Y; NLGN1; CES5A; NLGN2; CES4A,carboxylesterase 5A [Source:HGNC Symbol;Acc:HGNC:26459]; thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]; neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]; carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]; carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]; carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]; neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]; carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]; neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]; neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]; neuroligin 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:15529]; carboxylesterase 4A [Source:HGNC Symbol;Acc:HGNC:26741]; acetylcholinesterase (Yt blood group) [Source:HGNC Symbol;Acc:HGNC:108]
FBgn0038960,42.6468694117544,0.0010503392366782,0.1579524904825241,0.0696446925294169,0.9444764637839914,0.984012238314624,0.011000552633911,ENSG00000164675,IQUB,IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995]
FBgn0067317,9.869469750687406,0.0056512068295607,0.2797261503703911,0.6025637642610675,0.5467989321892011,,0.1685528421294402,N/A,N/A,N/A
FBgn0039544,511.7719152138968,-0.0030508439420357,0.0440386491165286,-0.1211790263676946,0.9035492362163108,0.972891017371297,-0.0053365606224894,ENSG00000005189; ENSG00000181026; ENSG00000143319,AEN; ISG20L2; REXO5,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]; interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]; RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]
FBgn0051437,0.5997529648401694,-0.000504388489396,1.2443891512997058,-0.2074987245504056,0.8356203886592332,,-0.2582091617390507,N/A,N/A,N/A
FBgn0028400,7454.371774249907,-0.0468393688491422,0.0298658771584502,-1.9384498847929403,0.0525683593737988,0.2781079289395791,-0.057893506137038,N/A,N/A,N/A
FBgn0039233,125.45856983521745,0.0103435117156588,0.0921089760218725,0.4637786097641279,0.6428063699958833,0.8770709060310382,0.0427181728462214,ENSG00000132603,NIP7,nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]
FBgn0288631,694.1292826659675,-0.0235060014678937,0.0447142790886446,-0.8823468384066948,0.3775892746765522,0.7297494457952208,-0.0394535027855002,ENSG00000167645; ENSG00000174851,YIF1A; YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]; Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]"
FBgn0039225,35.94631257474737,0.0102261714925347,0.1518897246049521,0.6361789963283658,0.5246597614126512,0.8186766597230982,0.0966290525517703,ENSG00000175832,ETV4,ETS variant transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3493]
FBgn0051327,0.2187547723939938,-0.0003457158912371,2.477211884764137,-0.3299927239311434,0.7414054599327664,,-0.8174618976079193,N/A,N/A,N/A
FBgn0261290,1.256790881950455,0.0001648917613594,2.196189025720496,0.210089994549656,0.8335974344148693,,0.4613973404436333,N/A,N/A,N/A
FBgn0002609,55.64837195051727,-0.030092543227927,0.1367944164314019,-1.545947031678476,0.1221173606609423,0.4373925410080948,-0.2114769220323151,ENSG00000164683; ENSG00000197921; ENSG00000163909; ENSG00000173673; ENSG00000188290; ENSG00000069812; ENSG00000179111; ENSG00000114315; ENSG00000134107; ENSG00000135547; ENSG00000144485; ENSG00000123095; ENSG00000187821,HES4; HEY2; BHLHE41; HES3; HES5; HES6; BHLHE40; HES2; HEY1; HES7; HES1; HELT; HEYL,hes family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:26226]; hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]; basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]; hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]; hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]; helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783]; hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]; hes family bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:15977]; hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]; basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]; hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]; hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]; hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]
FBgn0265316,0.6929013064123636,-0.0017285596341373,1.2124078420162885,-0.7745942087296375,0.4385794804599863,,-0.9391240930442144,N/A,N/A,N/A
FBgn0267137,53.84161272041099,-0.3258974167894185,0.1197789173766435,-3.420555610701371,0.0006249335741895,0.0144477356131589,-0.409710447876414,N/A,N/A,N/A
FBgn0037898,73.69683689482436,0.0158621231010178,0.1176157301795293,0.8006281187148481,0.4233469672380848,0.7615354718220961,0.0941664607849098,ENSG00000125821,DTD1,D-aminoacyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]
FBgn0038037,5738.360341579212,-0.0352205679223115,0.035508254620644,-1.3698498680138456,0.1707337715731011,0.5206122790091945,-0.0486409779054912,N/A,N/A,N/A
FBgn0002924,44.11419992783976,0.0154431351674991,0.1410763589638197,0.8913725925163369,0.3727293161518875,0.7277807042860744,0.1257515998323454,ENSG00000163808,KIF15,kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]
FBgn0037623,765.6990313576594,-0.0036771906895013,0.0439658985995701,-0.1444077446533642,0.8851785015626223,0.9677713072165236,-0.0063490162584224,N/A,N/A,N/A
FBgn0038989,297.8736994988392,0.0443045415821516,0.0663987531626598,1.470385969106765,0.1414572492589009,0.4746390163060617,0.0976317950165583,N/A,N/A,N/A
FBgn0038526,15.603425027577888,0.005179299576631,0.2251404524822327,0.4540358891802762,0.6498029957157114,0.8824073078920981,0.1022218455332202,N/A,N/A,N/A
FBgn0037608,316.13420202696966,-0.0197197626268584,0.0601527928271602,-0.7418228750127224,0.4581946591290973,0.781029117255765,-0.0446227177150887,ENSG00000115364,MRPL19,mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]
FBgn0260713,1.1453651571500048,0.0005042341684818,0.7973350371585355,0.1490127257458826,0.8815435913856541,,0.118813067219688,N/A,N/A,N/A
FBgn0037483,8.906756851194556,0.0043051574876415,0.3062733519267537,0.5032551949139248,0.6147848632551257,,0.1541336554208395,N/A,N/A,N/A
FBgn0028476,1573.47608443651,-0.0172144934688333,0.0340348393699783,-0.7139452439894839,0.4752610388777035,0.7913228250948573,-0.024299011698142,N/A,N/A,N/A
FBgn0038046,561.1845694299437,6.512086488107199e-05,0.0412767312867381,-0.0026858334961282,0.997857017497025,0.9993897889828648,-0.0001108624275006,ENSG00000143621,ILF2,interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]
